Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2024,23,CHI,QB,17,17,351,562,4443,7.9,1675,4.8,3.0,1866,5.3,9,36,4,20,3.8,110,21.1,378,72.4,2.4,174,52,40,160,23.5,51,7.9,53,335,34,268,13,67,85,626,AP ORoY-10,Caleb Williams,WillCa03
2025,24,CHI,QB,14,14,266,459,3915,8.5,1632,6.1,3.6,1518,5.7,16,29,1,22,5.1,96,22.4,290,67.6,2.5,142,71,31,125,24.3,33,9.4,30,231,22,206,8,25,143,1033,,Caleb Williams,WillCa03
