Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2024,23,CHI,QB,18,17,17,1123,99%,0,0%,0,0%,Caleb Williams,WillCa03
2025,24,CHI,QB,18,14,14,958,99%,0,0%,0,0%,Caleb Williams,WillCa03
