Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2024,23,CHI,QB,17,17,84,77,94,88,90,91,123,72,96,AP ORoY-10,Caleb Williams,WillCa03
2025,24,CHI,QB,14,14,95,101,102,106,74,100,114,114,95,,Caleb Williams,WillCa03
