Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2018,21,BAL,QB,16,7,99,170,1479,8.7,685,6.9,4.0,516,5.2,0,6,0,7,4.3,34,20.7,,,2.5,51,33,9,58,28.3,19,6.2,,,,,,,,,,Lamar Jackson,JackLa00
2019,22,BAL,QB,15,15,265,401,3545,8.8,1767,6.7,4.4,1360,5.1,12,11,2,14,3.6,68,17.5,295,76.0,2.6,138,31,21,75,16.2,39,11.0,173,1259,77,588,92,671,116,892,"PB,AP-1,AP MVP-1,AP OPoY-2",Lamar Jackson,JackLa00
2020,23,BAL,QB,15,15,242,376,3241,8.6,1588,6.6,4.2,1169,4.8,6,9,3,20,5.5,64,17.6,274,75.3,2.5,104,49,24,102,22.5,49,7.2,157,1301,75,742,76,559,87,767,,Lamar Jackson,JackLa00
2021,24,BAL,QB,12,12,246,382,3543,9.3,1734,7.0,4.5,1148,4.7,9,7,4,18,4.9,73,19.7,272,73.3,2.4,151,39,29,106,22.6,49,8.0,119,834,63,574,54,260,93,831,PB,Lamar Jackson,JackLa00
2022,25,BAL,QB,12,12,203,326,2719,8.3,1271,6.3,3.9,971,4.8,8,16,1,26,8.4,56,18.1,233,75.4,2.6,125,32,15,73,19.4,24,8.2,110,919,72,587,35,332,99,814,,Lamar Jackson,JackLa00
2023,26,BAL,QB,16,16,307,457,3831,8.4,1926,6.3,4.2,1752,5.7,9,15,1,22,5.0,73,16.6,326,73.9,2.7,169,22,29,88,15.7,65,6.4,115,1046,86,893,25,153,58,525,"PB,AP-1,AP MVP-1,AP OPoY-4,AP CPoY-9",Lamar Jackson,JackLa00
2024,27,BAL,QB,17,17,316,474,4056,8.6,2087,6.6,4.4,2085,6.6,12,13,5,28,6.1,69,15.1,359,78.7,2.5,162,53,31,107,19.7,45,9.0,95,724,59,566,32,158,104,1014,"PB,AP-1,AP MVP-2,AP OPoY-2",Lamar Jackson,JackLa00
2025,28,BAL,QB,11,11,174,274,2359,8.6,1268,7.3,4.6,942,5.4,9,9,2,13,4.9,47,17.9,191,72.6,2.4,111,25,20,78,23.1,30,7.3,37,367,21,289,13,78,60,669,,Lamar Jackson,JackLa00
