Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2018,21,BAL,QB,8,16,7,585,49%,0,0%,0,0%,Lamar Jackson,JackLa00
2020,23,BAL,QB,8,15,15,917,94%,0,0%,0,0%,Lamar Jackson,JackLa00
2022,25,BAL,QB,8,12,12,728,92%,0,0%,0,0%,Lamar Jackson,JackLa00
2025,28,BAL,QB,8,11,11,625,96%,0,0%,0,0%,Lamar Jackson,JackLa00
