Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2018,21,BAL,QB,16,7,97,96,99,98,80,90,110,85,92,,Lamar Jackson,JackLa00
2019,22,BAL,QB,15,15,110,114,123,125,106,143,114,108,128,"PB,AP-1,AP MVP-1,AP OPoY-2",Lamar Jackson,JackLa00
2020,23,BAL,QB,15,15,103,102,108,106,99,124,98,93,110,,Lamar Jackson,JackLa00
2021,24,BAL,QB,12,12,108,102,98,95,98,97,77,80,94,PB,Lamar Jackson,JackLa00
2022,25,BAL,QB,12,12,95,97,101,102,90,111,104,93,102,,Lamar Jackson,JackLa00
2023,26,BAL,QB,16,16,122,118,125,122,114,115,118,96,124,"PB,AP-1,AP MVP-1,AP OPoY-4,AP CPoY-9",Lamar Jackson,JackLa00
2024,27,BAL,QB,17,17,136,137,147,147,107,151,127,117,143,"PB,AP-1,AP MVP-2,AP OPoY-2",Lamar Jackson,JackLa00
2025,28,BAL,QB,11,11,121,106,120,109,95,124,100,73,114,,Lamar Jackson,JackLa00
