Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2019,22,PHI,RB,26,16,11,613,53%,0,0%,37,8%,Miles Sanders,SandMi01
2020,23,PHI,RB,26,12,11,602,71%,0,0%,0,0%,Miles Sanders,SandMi01
2021,24,PHI,RB,26,12,12,426,53%,0,0%,0,0%,Miles Sanders,SandMi01
2023,26,CAR,RB,6,16,5,406,38%,0,0%,1,0%,Miles Sanders,SandMi01
2024,27,CAR,RB,6,11,2,224,34%,0,0%,4,1%,Miles Sanders,SandMi01
2025,28,DAL,RB,24,4,0,65,22%,0,0%,9,8%,Miles Sanders,SandMi01
