Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2012,29,CHI,QB,6,15,15,920,93%,0,0%,0,0%,Jay Cutler,CutlJa00
2013,30,CHI,QB,6,11,11,636,91%,0,0%,0,0%,Jay Cutler,CutlJa00
2014,31,CHI,QB,6,15,15,969,98%,0,0%,0,0%,Jay Cutler,CutlJa00
2015,32,CHI,QB,6,15,15,990,96%,0,0%,0,0%,Jay Cutler,CutlJa00
2016,33,CHI,QB,6,5,5,274,95%,0,0%,0,0%,Jay Cutler,CutlJa00
2017,34,MIA,QB,6,14,14,762,84%,0,0%,0,0%,Jay Cutler,CutlJa00
