Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2024,24,DEN,QB,10,17,17,1088,99%,0,0%,0,0%,Bo Nix,NixxBo00
2025,25,DEN,QB,10,14,14,939,100%,0,0%,0,0%,Bo Nix,NixxBo00
