Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2019,22,NYG,QB,13,12,87,84,90,88,89,106,94,91,94,,Daniel Jones,JoneDa05
2020,23,NYG,QB,14,14,87,82,86,83,91,79,101,77,85,,Daniel Jones,JoneDa05
2021,24,NYG,QB,11,11,91,93,92,93,97,83,106,103,91,,Daniel Jones,JoneDa05
2022,25,NYG,QB,16,16,93,90,101,98,112,86,127,85,104,AP CPoY-11,Daniel Jones,JoneDa05
2023,26,NYG,QB,6,6,71,57,59,53,115,63,67,36,68,,Daniel Jones,JoneDa05
2024,27,NYG,QB,10,10,79,82,81,83,94,77,104,94,83,,Daniel Jones,JoneDa05
2025,28,IND,QB,13,13,122,123,117,118,112,104,101,110,113,,Daniel Jones,JoneDa05
