Season,Age,Team,Lg,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,tackles_loss,QBHits,safety_md,awards,Player,PlayerID
2025,23,CHI,NFL,RB,17,1,0,0,0,0,0,0,0,2,1,0,0.0,0,0,0,0,0,0,,Kyle Monangai,MonaKy00
