Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2015,26,BUF,QB,14,14,119,109,120,113,103,110,115,79,115,PB,Tyrod Taylor,TaylTy00
2016,27,BUF,QB,15,15,95,92,102,99,96,94,118,78,101,,Tyrod Taylor,TaylTy00
2017,28,BUF,QB,15,14,89,83,99,94,97,88,123,74,99,,Tyrod Taylor,TaylTy00
2018,29,CLE,QB,4,3,68,57,72,65,47,77,100,50,66,,Tyrod Taylor,TaylTy00
2021,32,HOU,QB,6,6,86,79,81,78,82,88,79,87,80,,Tyrod Taylor,TaylTy00
2023,34,NYG,QB,11,5,109,105,107,104,100,83,115,87,100,,Tyrod Taylor,TaylTy00
2025,36,NYJ,QB,6,4,73,71,68,68,80,90,73,82,71,,Tyrod Taylor,TaylTy00
