Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2018,29,CLE,QB,4,3,42,85,846,10.0,275,6.5,3.2,198,4.7,0,5,1,5,6.3,19,24.1,,,2.4,37,21,9,43,39.4,11,10.1,,,,,,,,,,Tyrod Taylor,TaylTy00
2019,30,LAC,QB,8,0,4,6,32,5.3,14,3.5,2.3,19,4.8,0,0,0,1,16.7,1,16.7,5,83.3,2.1,1,0,0,0,0.0,0,,3,-1,1,-2,2,1,2,12,,Tyrod Taylor,TaylTy00
2020,31,LAC,QB,2,1,16,30,335,11.2,128,8.0,4.3,80,5.0,0,2,0,1,3.6,6,21.4,20,71.4,2.5,9,5,2,9,26.5,2,3.5,5,24,3,23,2,1,7,46,,Tyrod Taylor,TaylTy00
2021,32,HOU,QB,6,6,91,150,1104,7.4,473,5.2,3.2,493,5.4,2,4,1,5,3.4,32,22.1,100,69.0,2.3,60,19,16,48,27.0,15,9.9,24,143,18,115,4,28,29,239,,Tyrod Taylor,TaylTy00
2022,33,NYG,QB,3,0,6,8,99,12.4,32,5.3,4.0,26,4.3,0,0,0,1,12.5,0,0.0,7,87.5,2.6,1,0,1,4,26.7,4,14.3,1,0,1,0,0,0,2,0,,Tyrod Taylor,TaylTy00
2023,34,NYG,QB,11,5,116,180,1546,8.6,763,6.6,4.2,578,5.0,1,8,6,11,6.6,24,14.5,134,80.7,2.3,55,19,15,51,22.8,27,5.9,17,184,15,177,1,7,24,207,,Tyrod Taylor,TaylTy00
2024,35,NYJ,QB,2,0,17,22,88,4.0,51,3.0,2.3,68,4.0,0,1,0,1,4.8,2,9.5,19,90.5,2.0,4,3,2,5,20.8,2,6.5,0,0,0,0,0,0,0,0,,Tyrod Taylor,TaylTy00
2025,36,NYJ,QB,6,4,80,134,1150,8.6,448,5.6,3.3,331,4.1,6,7,1,12,9.5,17,13.5,92,73.0,2.4,50,15,16,45,26.5,22,6.4,7,62,3,51,4,11,26,198,,Tyrod Taylor,TaylTy00
