Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,rec_air_yds_per_rec,Rec_YAC,rec_yac_per_rec,rec_adot,Rec_BrkTkl,Rec_Drops,rec_drop_pct,Rec_Int,rec_pass_rating,Awards,Player,PlayerID
2018,30,MIA,QB,11,11,32,145,9,133,4.2,12,0.4,1,32.0,1,1,3,1,2,2.0,1,1.0,2.0,0,0,0.0,0,118.7,,Ryan Tannehill,TannRy00
2019,31,TEN,QB,12,10,43,185,14,156,3.6,29,0.7,1,43.0,0,0,0,0,0,,0,,,0,0,,0,,"PB,AP CPoY-1",Ryan Tannehill,TannRy00
2020,32,TEN,QB,16,16,43,266,22,221,5.1,45,1.0,0,,1,1,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,79.2,,Ryan Tannehill,TannRy00
2021,33,TEN,QB,17,17,55,270,33,211,3.8,59,1.1,2,27.5,0,0,0,0,0,,0,,,0,0,,0,,,Ryan Tannehill,TannRy00
2022,34,TEN,QB,12,12,34,98,12,77,2.3,21,0.6,1,34.0,0,0,0,0,0,,0,,,0,0,,0,,,Ryan Tannehill,TannRy00
2023,35,TEN,QB,10,8,17,74,4,59,3.5,15,0.9,0,,1,0,0,0,0,,0,,-1.0,0,0,0.0,0,39.6,,Ryan Tannehill,TannRy00
