Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2012,29,STL,RB,39,16,16,707,68%,0,0%,0,0%,Steven Jackson,JackSt00
2013,30,ATL,RB,39,12,12,417,52%,0,0%,0,0%,Steven Jackson,JackSt00
2014,31,ATL,RB,39,15,15,420,42%,0,0%,2,1%,Steven Jackson,JackSt00
2015,32,NWE,RB,39,2,1,33,28%,0,0%,0,0%,Steven Jackson,JackSt00
