Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2018,25,DAL,QB,16,16,356,526,3967,7.5,1993,5.6,3.8,1892,5.3,0,13,0,22,4.3,89,17.3,,,2.4,168,73,49,178,29.1,29,6.7,,,,,,,,,PB,Dak Prescott,PresDa01
2019,26,DAL,QB,16,16,388,596,5539,9.3,2984,7.7,5.0,1918,4.9,9,14,1,36,6.2,86,14.8,451,77.6,2.6,155,40,57,120,18.8,20,7.3,54,453,45,383,9,70,129,1239,,Dak Prescott,PresDa01
2020,27,DAL,QB,5,5,151,222,1762,7.9,1046,6.9,4.7,810,5.4,1,3,1,13,6.0,33,15.1,168,77.1,2.5,66,23,19,52,21.7,8,8.0,34,263,32,261,1,2,58,582,,Dak Prescott,PresDa01
2021,28,DAL,QB,16,16,410,596,4592,7.7,2425,5.9,4.1,2024,4.9,10,11,0,28,4.8,86,14.7,452,77.3,2.4,187,46,48,124,19.2,20,6.4,43,210,38,198,4,12,118,953,AP CPoY-2,Dak Prescott,PresDa01
2022,29,DAL,QB,12,12,261,394,3240,8.2,1656,6.3,4.2,1204,4.6,4,6,0,24,6.2,67,17.3,296,76.3,2.5,102,29,37,86,20.0,15,5.0,46,324,40,288,5,36,94,663,,Dak Prescott,PresDa01
2023,30,DAL,QB,17,17,410,590,4585,7.8,2553,6.2,4.3,1963,4.8,10,10,0,38,6.6,68,11.7,479,82.6,2.4,163,26,47,112,17.0,28,6.9,89,696,80,671,5,25,100,613,"PB,AP-2,AP MVP-2,AP OPoY-5",Dak Prescott,PresDa01
2024,31,DAL,QB,8,8,185,286,2255,7.9,1039,5.6,3.6,939,5.1,6,5,2,6,2.2,50,17.9,199,71.3,2.3,62,31,28,80,25.6,6,7.5,32,200,29,200,1,0,42,312,,Dak Prescott,PresDa01
2025,32,DAL,QB,14,14,357,522,4049,7.8,2174,6.1,4.2,1757,4.9,16,13,3,22,4.3,59,11.7,387,76.5,2.4,148,48,50,122,21.5,22,6.5,45,459,44,459,0,0,105,903,,Dak Prescott,PresDa01
