Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2017,24,DAL,QB,4,16,16,1050,99%,0,0%,0,0%,Dak Prescott,PresDa01
2019,26,DAL,QB,4,16,16,1116,100%,0,0%,0,0%,Dak Prescott,PresDa01
2020,27,DAL,QB,4,5,5,360,94%,0,0%,0,0%,Dak Prescott,PresDa01
2021,28,DAL,QB,4,16,16,1113,96%,0,0%,0,0%,Dak Prescott,PresDa01
2022,29,DAL,QB,4,12,12,821,96%,0,0%,0,0%,Dak Prescott,PresDa01
2024,31,DAL,QB,4,8,8,501,91%,0,0%,0,0%,Dak Prescott,PresDa01
