Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2018,37,LAC,QB,16,16,347,508,3947,7.8,2192,6.3,4.3,2116,6.1,0,13,0,23,4.6,64,12.9,,,2.4,151,45,46,123,22.6,5,3.4,,,,,,,,,PB,Philip Rivers,RivePh00
2019,38,LAC,QB,16,16,390,591,5025,8.5,2430,6.2,4.1,2185,5.6,13,16,3,25,4.4,88,15.4,439,76.7,2.5,114,40,56,130,20.6,6,5.5,36,403,36,403,0,0,90,861,,Philip Rivers,RivePh00
2020,39,IND,QB,16,16,369,543,3893,7.2,1948,5.3,3.6,2221,6.0,11,14,3,17,3.2,84,16.0,406,77.2,2.3,124,37,37,93,16.5,1,3.0,44,370,44,370,0,0,86,719,,Philip Rivers,RivePh00
2025,44,IND,QB,3,3,58,92,693,7.5,273,4.7,3.0,271,4.7,3,2,0,2,2.2,13,14.4,64,71.1,2.1,20,4,9,18,18.6,0,,17,90,15,90,0,0,6,48,,Philip Rivers,RivePh00
