Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2012,31,SDG,QB,17,16,16,1025,100%,0,0%,0,0%,Philip Rivers,RivePh00
2014,33,SDG,QB,17,16,16,1052,99%,0,0%,0,0%,Philip Rivers,RivePh00
2015,34,SDG,QB,17,16,16,1153,99%,0,0%,0,0%,Philip Rivers,RivePh00
2019,38,LAC,QB,17,16,16,1030,98%,0,0%,0,0%,Philip Rivers,RivePh00
2020,39,IND,QB,17,16,16,1045,96%,0,0%,0,0%,Philip Rivers,RivePh00
2025,44,IND,QB,17,3,3,172,97%,0,0%,0,0%,Philip Rivers,RivePh00
