Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2017,24,SFO,TE,85,15,7,592,57%,0,0%,6,1%,George Kittle,KittGe00
2020,27,SFO,TE,85,8,8,443,84%,0,0%,1,1%,George Kittle,KittGe00
