Season,Age,Team,Pos,G,GS,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,fumbles,AV,Awards,Player,PlayerID
2017,24,SFO,TE,15,7,63,43,515,12.0,2,24,47.6,44,2.9,34.3,68.3,8.2,0,0,0,0,,,,0.0,0.0,43,12.0,515,2,0,4,,George Kittle,KittGe00
2018,25,SFO,TE,16,16,136,88,1377,15.6,5,60,56.6,85,5.5,86.1,64.7,10.1,1,10,0,1,100.0,10,10.0,0.6,0.1,89,15.6,1387,5,0,10,"PB,AP-2",George Kittle,KittGe00
2019,26,SFO,TE,14,14,107,85,1053,12.4,5,53,61.7,61,6.1,75.2,79.4,9.8,5,22,0,1,40.0,18,4.4,1.6,0.4,90,11.9,1075,5,1,11,"PB,AP-1",George Kittle,KittGe00
2020,27,SFO,TE,8,8,63,48,634,13.2,2,32,65.1,44,6.0,79.3,76.2,10.1,2,17,0,1,100.0,9,8.5,2.1,0.3,50,13.0,651,2,0,5,,George Kittle,KittGe00
2021,28,SFO,TE,14,14,94,71,910,12.8,6,49,60.6,48,5.1,65.0,75.5,9.7,3,20,0,0,100.0,9,6.7,1.4,0.2,74,12.6,930,6,2,8,PB,George Kittle,KittGe00
2022,29,SFO,TE,15,15,86,60,765,12.8,11,37,58.1,54,4.0,51.0,69.8,8.9,0,0,0,0,,,,0.0,0.0,60,12.8,765,11,1,8,"PB,AP-2",George Kittle,KittGe00
2023,30,SFO,TE,16,16,90,65,1020,15.7,6,43,60.0,66,4.1,63.8,72.2,11.3,1,2,0,1,100.0,2,2.0,0.1,0.1,66,15.5,1022,6,0,11,"PB,AP-1",George Kittle,KittGe00
2024,31,SFO,TE,15,15,94,78,1106,14.2,8,50,73.4,43,5.2,73.7,83.0,11.8,0,0,0,0,,,,0.0,0.0,78,14.2,1106,8,0,9,"PB,AP-2,AP OPoY-11",George Kittle,KittGe00
2025,32,SFO,TE,11,11,69,57,628,11.0,7,38,68.1,33,5.2,57.1,82.6,9.1,1,-3,0,0,0.0,-3,-3.0,-0.3,0.1,58,10.8,625,7,0,6,PB,George Kittle,KittGe00
