Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2013,30,GNB,QB,12,9,9,582,92%,0,0%,0,0%,Aaron Rodgers,RodgAa00
2017,34,GNB,QB,12,7,7,417,87%,0,0%,0,0%,Aaron Rodgers,RodgAa00
2022,39,GNB,QB,12,17,17,1068,98%,0,0%,0,0%,Aaron Rodgers,RodgAa00
2023,40,NYJ,QB,8,1,1,4,7%,0,0%,0,0%,Aaron Rodgers,RodgAa00
2024,41,NYJ,QB,8,17,17,1030,97%,0,0%,0,0%,Aaron Rodgers,RodgAa00
2025,42,PIT,QB,8,13,13,703,95%,0,0%,0,0%,Aaron Rodgers,RodgAa00
