Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2018,35,GNB,QB,16,16,372,597,5237,8.8,2308,6.2,3.9,2134,5.7,0,48,2,27,4.9,106,19.4,,,2.5,153,90,38,177,26.0,34,8.3,,,,,,,,,PB,Aaron Rodgers,RodgAa00
2019,36,GNB,QB,16,16,353,569,5005,8.8,1993,5.6,3.5,2009,5.7,3,31,1,24,4.5,114,21.2,401,74.7,2.6,154,57,45,138,21.9,26,7.8,32,107,30,107,0,0,124,966,PB,Aaron Rodgers,RodgAa00
2020,37,GNB,QB,16,16,372,526,4135,7.9,2051,5.5,3.9,2248,6.0,3,23,3,27,5.4,69,13.8,406,81.2,2.5,168,33,28,81,14.2,24,6.2,42,335,39,323,3,12,145,1210,"PB,AP-1,AP MVP-1,AP OPoY-2",Aaron Rodgers,RodgAa00
2021,38,GNB,QB,16,16,366,531,4099,7.7,1947,5.3,3.7,2168,5.9,8,18,3,13,2.5,93,18.2,394,77.3,2.3,135,59,40,129,22.3,17,6.5,30,200,30,200,0,0,107,798,"PB,AP-1,AP MVP-1,AP OPoY-4",Aaron Rodgers,RodgAa00
2022,39,GNB,QB,17,17,350,542,4342,8.0,1816,5.2,3.4,1879,5.4,8,25,2,40,7.8,76,14.8,415,80.6,2.4,136,37,39,108,18.4,13,7.8,62,417,58,413,1,4,136,994,,Aaron Rodgers,RodgAa00
2023,40,NYJ,QB,1,1,0,1,17,17.0,0,,0.0,0,,0,1,0,0,,0,,0,,3.2,0,1,1,3,150.0,0,,0,0,0,0,0,0,0,0,,Aaron Rodgers,RodgAa00
2024,41,NYJ,QB,17,17,368,584,3996,6.8,1778,4.8,3.0,2119,5.8,13,16,0,39,6.9,98,17.3,429,75.5,2.3,141,35,52,127,19.8,16,6.4,7,20,7,20,0,0,1,12,AP CPoY-7,Aaron Rodgers,RodgAa00
2025,42,PIT,QB,16,16,327,498,2990,6.0,1203,3.7,2.4,2119,6.5,8,21,2,17,3.6,82,17.3,351,73.9,2.2,97,27,28,84,15.6,12,5.7,52,393,51,393,0,0,93,517,,Aaron Rodgers,RodgAa00
