Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,rec_air_yds_per_rec,Rec_YAC,rec_yac_per_rec,rec_adot,Rec_BrkTkl,Rec_Drops,rec_drop_pct,Rec_Int,rec_pass_rating,Awards,Player,PlayerID
2018,35,GNB,QB,16,16,43,269,20,256,6.0,13,0.3,1,43.0,0,0,0,0,0,,0,,,0,0,,0,,PB,Aaron Rodgers,RodgAa00
2019,36,GNB,QB,16,16,46,183,9,155,3.4,28,0.6,0,,0,0,0,0,0,,0,,,0,0,,0,,PB,Aaron Rodgers,RodgAa00
2020,37,GNB,QB,16,16,38,149,15,143,3.8,6,0.2,0,,1,1,-6,0,-4,-4.0,-2,-2.0,-4.0,0,0,0.0,0,79.2,"PB,AP-1,AP MVP-1,AP OPoY-2",Aaron Rodgers,RodgAa00
2021,38,GNB,QB,16,16,33,101,10,84,2.5,17,0.5,0,,1,1,-4,0,-4,-4.0,0,0.0,-4.0,0,0,0.0,0,79.2,"PB,AP-1,AP MVP-1,AP OPoY-4",Aaron Rodgers,RodgAa00
2022,39,GNB,QB,17,17,34,94,9,82,2.4,12,0.4,0,,0,0,0,0,0,,0,,,0,0,,0,,,Aaron Rodgers,RodgAa00
2024,41,NYJ,QB,17,17,22,107,7,102,4.6,5,0.2,1,22.0,0,0,0,0,0,,0,,,0,0,,0,,AP CPoY-7,Aaron Rodgers,RodgAa00
2025,42,PIT,QB,13,13,17,26,3,26,1.5,0,0.0,0,,1,1,-9,0,-9,-9.0,0,0.0,-9.0,0,0,0.0,0,79.2,,Aaron Rodgers,RodgAa00
