Season,Age,Team,Pos,G,GS,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,FF,Fmb,FR,FR_Yds,FR_TD,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,qb_hits,safety_md,Awards,Player,PlayerID
2017,22,HOU,QB,7,6,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,AP ORoY-3,Deshaun Watson,WatsDe00
2018,23,HOU,QB,16,16,0,0,0,0,0,0,9,3,-25,0,0.0,0,0,0,0,0,0,PB,Deshaun Watson,WatsDe00
2019,24,HOU,QB,15,15,0,0,0,0,0,0,10,5,-3,0,0.0,0,0,0,0,0,0,PB,Deshaun Watson,WatsDe00
2020,25,HOU,QB,16,16,0,0,0,0,0,0,8,2,-13,0,0.0,0,0,0,0,0,0,PB,Deshaun Watson,WatsDe00
2022,27,CLE,QB,6,6,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,,Deshaun Watson,WatsDe00
2023,28,CLE,QB,6,6,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,,Deshaun Watson,WatsDe00
2024,29,CLE,QB,7,7,0,0,0,0,0,0,5,1,-8,0,0.0,0,0,0,0,0,0,,Deshaun Watson,WatsDe00
