Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,rec_air_yds_per_rec,Rec_YAC,rec_yac_per_rec,rec_adot,Rec_BrkTkl,Rec_Drops,rec_drop_pct,Rec_Int,rec_pass_rating,Awards,Player,PlayerID
2018,23,HOU,QB,16,16,99,551,33,452,4.6,99,1.0,5,19.8,0,0,0,0,0,,0,,,0,0,,0,,PB,Deshaun Watson,WatsDe00
2019,24,HOU,QB,15,15,82,413,29,351,4.3,62,0.8,3,27.3,1,1,6,1,0,0.0,6,6.0,0.0,0,0,0.0,0,131.2,PB,Deshaun Watson,WatsDe00
2020,25,HOU,QB,16,16,90,444,31,331,3.7,113,1.3,7,12.9,0,0,0,0,0,,0,,,0,0,,0,,PB,Deshaun Watson,WatsDe00
2022,27,CLE,QB,6,6,36,175,10,140,3.9,35,1.0,0,,0,0,0,0,0,,0,,,0,0,,0,,,Deshaun Watson,WatsDe00
2023,28,CLE,QB,6,6,26,142,10,90,3.5,52,2.0,3,8.7,0,0,0,0,0,,0,,,0,0,,0,,,Deshaun Watson,WatsDe00
2024,29,CLE,QB,7,7,31,148,8,109,3.5,39,1.3,1,31.0,0,0,0,0,0,,0,,,0,0,,0,,,Deshaun Watson,WatsDe00
