Season,Age,Team,Pos,G,GS,Def_Int,Def_Int_Yds,Def_Int_TD,Def_Int_Lng,PD,FF,Fmb,FR,FR_Yds,FR_TD,Sk,Tkl_Comb,Tkl_Solo,Tkl_Ast,TFL,QBHits,Sfty,awards,Player,PlayerID
2020,22,DAL,RB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,,Rico Dowdle,DowdRi01
2022,24,DAL,RB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,Rico Dowdle,DowdRi01
2023,25,DAL,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,Rico Dowdle,DowdRi01
2024,26,DAL,RB,16,15,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,,Rico Dowdle,DowdRi01
2025,27,CAR,RB,17,11,0,0,0,0,0,0,2,2,-10,0,0.0,0,0,0,0,0,0,,Rico Dowdle,DowdRi01
