Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,awards,Player,PlayerID
2020,22,DAL,RB,15,0,7,24,1,13,1.9,11,1.6,0,,0,0,0,0,0,,0,,,0,,0,,0,,,Rico Dowdle,DowdRi01
2023,25,DAL,RB,16,0,89,361,17,188,2.1,173,1.9,5,17.8,22,17,144,8,-26,-1.5,170,10.0,-0.5,2,8.5,3,13.6,0,124.1,,Rico Dowdle,DowdRi01
2024,26,DAL,RB,16,15,235,1079,53,570,2.4,509,2.2,11,21.4,49,39,249,13,-23,-0.6,272,7.0,-0.1,3,13.0,2,4.1,0,108.2,,Rico Dowdle,DowdRi01
2025,27,CAR,RB,17,11,236,1076,51,596,2.5,480,2.0,14,16.9,50,39,297,14,-53,-1.4,350,9.0,-1.0,3,13.0,2,4.0,1,89.7,,Rico Dowdle,DowdRi01
