Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2015,21,TAM,QB,16,16,108,111,101,103,82,96,92,110,92,"PB,AP ORoY-2",Jameis Winston,WinsJa00
2016,22,TAM,QB,16,16,102,102,97,98,92,107,85,102,96,,Jameis Winston,WinsJa00
2017,23,TAM,QB,13,13,115,112,109,107,102,99,98,95,103,,Jameis Winston,WinsJa00
2018,24,TAM,QB,11,9,114,113,103,103,104,106,78,100,100,,Jameis Winston,WinsJa00
2019,25,TAM,QB,16,16,117,115,98,98,84,106,56,96,89,,Jameis Winston,WinsJa00
2021,27,NOR,QB,7,7,103,102,115,114,75,141,108,98,115,,Jameis Winston,WinsJa00
2022,28,NOR,QB,3,3,109,101,89,86,95,90,56,84,83,,Jameis Winston,WinsJa00
2024,30,CLE,QB,12,7,102,102,90,91,85,101,65,96,85,,Jameis Winston,WinsJa00
2025,31,NYG,QB,3,2,133,139,112,118,67,81,85,118,85,,Jameis Winston,WinsJa00
