Season,Age,Team,Lg,Pos,G,GS,Int,Yds,IntTD,Lng,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,safety_md,awards,Player,PlayerID
1983,22,ATL,NFL,RB,16,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,,Allama Matthews,MattAl00
