Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2012,28,SFO,QB,11,10,9,484,77%,0,0%,0,0%,Alex Smith,SmitAl03
2014,30,KAN,QB,11,15,15,940,99%,0,0%,0,0%,Alex Smith,SmitAl03
2015,31,KAN,QB,11,16,16,989,99%,0,0%,0,0%,Alex Smith,SmitAl03
2018,34,WAS,QB,11,10,10,651,96%,0,0%,0,0%,Alex Smith,SmitAl03
2020,36,WAS,QB,11,8,6,459,87%,0,0%,0,0%,Alex Smith,SmitAl03
