Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,rec_yds_per_rec,Rec_TD,Rec_1D,rec_success,rec_long,Rec/G,Rec_Y/G,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,Fmb,Awards,Player,PlayerID
1985,24,TAM,QB,5,5,40,233,1,12,52.5,20,5.8,46.6,8.0,0,0,0,,0,0,,,0.0,0.0,,,40,5.8,233,1,4,,Steve Young,YounSt00
1986,25,TAM,QB,14,14,74,425,5,30,58.1,31,5.7,30.4,5.3,0,0,0,,0,0,,,0.0,0.0,,,74,5.7,425,5,11,,Steve Young,YounSt00
1987,26,SFO,QB,8,3,26,190,1,8,61.5,29,7.3,23.8,3.3,0,0,0,,0,0,,,0.0,0.0,,,26,7.3,190,1,0,,Steve Young,YounSt00
1988,27,SFO,QB,11,3,27,184,1,6,37.0,49,6.8,16.7,2.5,0,0,0,,0,0,,,0.0,0.0,,,27,6.8,184,1,5,,Steve Young,YounSt00
1989,28,SFO,QB,10,3,38,126,2,12,39.5,22,3.3,12.6,3.8,0,0,0,,0,0,,,0.0,0.0,,,38,3.3,126,2,2,,Steve Young,YounSt00
1990,29,SFO,QB,6,1,15,159,0,11,86.7,31,10.6,26.5,2.5,0,0,0,,0,0,,,0.0,0.0,,,15,10.6,159,0,1,,Steve Young,YounSt00
1991,30,SFO,QB,11,10,66,415,4,28,63.6,21,6.3,37.7,6.0,0,0,0,,0,0,,,0.0,0.0,,,66,6.3,415,4,3,,Steve Young,YounSt00
1992,31,SFO,QB,16,16,76,537,4,33,52.6,39,7.1,33.6,4.8,0,0,0,,0,0,,,0.0,0.0,,,76,7.1,537,4,9,"PB,AP-1,AP MVP-1,AP OPoY-1",Steve Young,YounSt00
1993,32,SFO,QB,16,16,69,407,2,28,55.1,35,5.9,25.4,4.3,2,2,2,1.0,0,0,50.0,6,0.1,0.1,100.0,1.0,71,5.8,409,2,8,"PB,AP-1,AP MVP-2,AP OPoY-2",Steve Young,YounSt00
1994,33,SFO,QB,16,16,58,293,7,27,60.3,27,5.1,18.3,3.6,0,0,0,,0,0,,,0.0,0.0,,,58,5.1,293,7,4,"PB,AP-1,AP MVP-1,AP OPoY-2",Steve Young,YounSt00
1995,34,SFO,QB,11,11,50,250,3,25,74.0,29,5.0,22.7,4.5,0,0,0,,0,0,,,0.0,0.0,,,50,5.0,250,3,3,"PB,AP-2",Steve Young,YounSt00
1996,35,SFO,QB,12,12,52,310,4,19,57.7,33,6.0,25.8,4.3,0,0,0,,0,0,,,0.0,0.0,,,52,6.0,310,4,3,PB,Steve Young,YounSt00
1997,36,SFO,QB,15,15,50,199,3,15,36.0,13,4.0,13.3,3.3,0,0,0,,0,0,,,0.0,0.0,,,50,4.0,199,3,4,"PB,AP-2,AP MVP-4",Steve Young,YounSt00
1998,37,SFO,QB,15,15,70,454,6,35,54.3,24,6.5,30.3,4.7,0,0,0,,0,0,,,0.0,0.0,,,70,6.5,454,6,9,"PB,AP-2,AP OPoY-4",Steve Young,YounSt00
1999,38,SFO,QB,3,3,11,57,0,3,45.5,14,5.2,19.0,3.7,0,0,0,,0,0,,,0.0,0.0,,,11,5.2,57,0,2,,Steve Young,YounSt00
