Season,Age,Team,Pos,G,GS,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YAC,Rush_BrkTkl,Awards,Player,PlayerID
2021,23,PIT,TE,16,9,79,60,497,35,250,4.2,247,4.1,5.3,8,7.5,2,2.5,0,121.1,0,0,0,0,0,0,,Pat Freiermuth,FreiPa00
2022,24,PIT,TE,16,8,98,63,732,37,441,7.0,291,4.6,8.3,6,10.5,4,4.1,4,76.6,0,0,0,0,0,0,,Pat Freiermuth,FreiPa00
2023,25,PIT,TE,12,9,47,32,308,20,163,5.1,145,4.5,6.6,2,16.0,0,0.0,1,91.4,0,0,0,0,0,0,,Pat Freiermuth,FreiPa00
2024,26,PIT,TE,17,11,78,65,653,32,374,5.8,279,4.3,6.1,4,16.3,4,5.1,1,126.1,0,0,0,0,0,0,,Pat Freiermuth,FreiPa00
2025,27,PIT,TE,17,8,54,41,486,21,231,5.6,255,6.2,6.0,3,13.7,0,0.0,1,119.8,0,0,0,0,0,0,,Pat Freiermuth,FreiPa00
