Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2021,23,PIT,TE,88,16,9,683,62%,0,0%,41,9%,Pat Freiermuth,FreiPa00
2022,24,PIT,TE,88,16,8,743,68%,0,0%,13,3%,Pat Freiermuth,FreiPa00
2023,25,PIT,TE,88,12,9,474,63%,0,0%,43,13%,Pat Freiermuth,FreiPa00
2024,26,PIT,TE,88,17,11,776,69%,0,0%,81,18%,Pat Freiermuth,FreiPa00
2025,27,PIT,TE,88,17,8,522,51%,0,0%,32,7%,Pat Freiermuth,FreiPa00
