Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2012,23,NOR,RB,28,16,5,266,24%,0,0%,38,8%,Mark Ingram,IngrMa01
2013,24,NOR,RB,22,11,3,169,22%,0,0%,7,2%,Mark Ingram,IngrMa01
2015,26,NOR,RB,22,12,10,534,63%,0,0%,0,0%,Mark Ingram,IngrMa01
2016,27,NOR,RB,22,16,14,532,46%,0,0%,0,0%,Mark Ingram,IngrMa01
2018,29,NOR,RB,22,12,6,350,45%,0,0%,0,0%,Mark Ingram,IngrMa01
2020,31,BAL,RB,21,11,9,160,23%,0,0%,0,0%,Mark Ingram,IngrMa01
2021,32,2TM,RB,,14,10,400,,0,,0,,Mark Ingram,IngrMa01
2022,33,NOR,RB,22,10,3,205,31%,0,0%,0,0%,Mark Ingram,IngrMa01
