Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,rec_air_yds_per_rec,Rec_YAC,rec_yac_per_rec,rec_adot,Rec_BrkTkl,Rec_Drops,rec_drop_pct,Rec_Int,rec_pass_rating,Awards,Player,PlayerID
2018,23,KAN,QB,16,16,60,272,17,224,3.7,48,0.8,0,,0,0,0,0,0,,0,,,0,0,,0,,"PB,AP-1,AP MVP-1,AP OPoY-1",Patrick Mahomes,MahoPa00
2019,24,KAN,QB,14,14,43,218,15,194,4.5,24,0.6,1,43.0,0,0,0,0,0,,0,,,0,0,,0,,"PB,AP OPoY-4",Patrick Mahomes,MahoPa00
2020,25,KAN,QB,15,15,62,308,22,261,4.2,47,0.8,2,31.0,2,0,0,0,0,,0,,12.5,0,0,0.0,1,0.0,"PB,AP-2,AP MVP-3,AP OPoY-2",Patrick Mahomes,MahoPa00
2021,26,KAN,QB,17,17,66,381,25,366,5.5,15,0.2,0,,0,0,0,0,0,,0,,,0,0,,0,,PB,Patrick Mahomes,MahoPa00
2022,27,KAN,QB,17,17,61,358,25,345,5.7,13,0.2,0,,1,1,6,0,-9,-9.0,15,15.0,-9.0,0,0,0.0,0,91.7,"PB,AP-1,AP MVP-1,AP OPoY-2",Patrick Mahomes,MahoPa00
2023,28,KAN,QB,16,16,75,389,27,350,4.7,39,0.5,2,37.5,0,0,0,0,0,,0,,,0,0,,0,,"PB,AP MVP-7",Patrick Mahomes,MahoPa00
2024,29,KAN,QB,16,16,58,307,22,240,4.1,67,1.2,0,,1,1,2,0,-1,-1.0,3,3.0,-1.0,0,0,0.0,0,79.2,"AP MVP-6,AP OPoY-17",Patrick Mahomes,MahoPa00
2025,30,KAN,QB,14,14,64,422,27,359,5.6,63,1.0,4,16.0,1,1,-10,0,-8,-8.0,-2,-2.0,-8.0,0,0,0.0,0,79.2,,Patrick Mahomes,MahoPa00
