Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2017,22,KAN,QB,15,1,1,62,94%,0,0%,0,0%,Patrick Mahomes,MahoPa00
2024,29,KAN,QB,15,16,16,1106,99%,0,0%,0,0%,Patrick Mahomes,MahoPa00
2025,30,KAN,QB,15,14,14,934,97%,0,0%,0,0%,Patrick Mahomes,MahoPa00
