Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2024*+,22,LVR,TE,89,17,16,956,,0,,0,,Brock Bowers,BoweBr01
2025,23,LVR,TE,89,11,7,552,,0,,0,,Brock Bowers,BoweBr01
