Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2019,22,ARI,QB,1,16,16,1009,96%,0,0%,0,0%,Kyler Murray,MurrKy00
2022,25,ARI,QB,1,11,11,719,90%,0,0%,0,0%,Kyler Murray,MurrKy00
2023,26,ARI,QB,1,8,8,538,99%,0,0%,0,0%,Kyler Murray,MurrKy00
2024,27,ARI,QB,1,17,17,1065,97%,0,0%,0,0%,Kyler Murray,MurrKy00
2025,28,ARI,QB,1,5,5,318,99%,0,0%,0,0%,Kyler Murray,MurrKy00
