Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2019,22,ARI,QB,16,16,92,89,92,90,99,90,101,87,94,AP ORoY-1,Kyler Murray,MurrKy00
2020,23,ARI,QB,16,16,99,103,100,103,112,101,102,113,104,PB,Kyler Murray,MurrKy00
2021,24,ARI,QB,14,14,115,111,112,109,118,105,103,101,112,PB,Kyler Murray,MurrKy00
2022,25,ARI,QB,11,11,76,80,85,87,108,91,111,103,95,,Kyler Murray,MurrKy00
2023,26,ARI,QB,8,8,93,96,97,99,106,95,110,104,101,AP CPoY-9,Kyler Murray,MurrKy00
2024,27,ARI,QB,17,17,101,105,101,103,115,95,104,112,104,AP CPoY-10,Kyler Murray,MurrKy00
2025,28,ARI,QB,5,5,76,74,83,81,113,89,105,85,95,,Kyler Murray,MurrKy00
