Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2019,24,CIN,DB,41,4,0,0,,3,,64,,Trayvon Henderson,HendTr01
2020,25,CIN,DB,41,4,0,0,,0,,30,,Trayvon Henderson,HendTr01
2021,26,CIN,DB,41,2,0,0,,57,,29,,Trayvon Henderson,HendTr01
