Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec/G,Rec_Y/G,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,Fmb,Awards,Player,PlayerID
2025,23,TEN,QB,17,17,39,159,2,15,53.8,20,4.1,9.4,2.3,0,0,0,0,0,0.0,0.0,39,4.1,159,2,11,,Cam Ward,WardCa00
