Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2025,23,TEN,QB,14,14,69,66,77,73,79,72,111,82,77,,Cam Ward,WardCa00
