Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec/G,Rec_Y/G,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,Fmb,Awards,Player,PlayerID
2020,22,MIA,QB,10,9,36,109,3,13,52.8,17,3.0,10.9,3.6,0,0,0,0,0,0.0,0.0,36,3.0,109,3,1,,Tua Tagovailoa,TagoTu00
2021,23,MIA,QB,13,12,42,128,3,13,40.5,23,3.0,9.8,3.2,0,0,0,0,0,0.0,0.0,42,3.0,128,3,9,,Tua Tagovailoa,TagoTu00
2022,24,MIA,QB,13,13,23,70,0,4,34.8,18,3.0,5.4,1.8,0,0,0,0,0,0.0,0.0,23,3.0,70,0,6,AP MVP-9,Tua Tagovailoa,TagoTu00
2023,25,MIA,QB,17,17,35,74,0,5,20.0,9,2.1,4.4,2.1,0,0,0,0,0,0.0,0.0,35,2.1,74,0,13,"PB,AP CPoY-5",Tua Tagovailoa,TagoTu00
2024,26,MIA,QB,11,11,17,49,0,5,41.2,13,2.9,4.5,1.5,0,0,0,0,0,0.0,0.0,17,2.9,49,0,7,,Tua Tagovailoa,TagoTu00
2025,27,MIA,QB,14,14,20,43,0,1,15.0,8,2.2,3.1,1.4,0,0,0,0,0,0.0,0.0,20,2.2,43,0,8,,Tua Tagovailoa,TagoTu00
