Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2020,22,MIA,QB,1,10,9,571,87%,0,0%,0,0%,Tua Tagovailoa,TagoTu00
2021,23,MIA,QB,1,13,12,777,87%,0,0%,0,0%,Tua Tagovailoa,TagoTu00
2022,24,MIA,QB,1,13,13,705,91%,0,0%,0,0%,Tua Tagovailoa,TagoTu00
2024,26,MIA,QB,1,11,11,717,97%,0,0%,0,0%,Tua Tagovailoa,TagoTu00
2025,27,MIA,QB,1,14,14,778,96%,0,0%,0,0%,Tua Tagovailoa,TagoTu00
