Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2020,22,PHI,QB,15,4,100,98,96,95,46,95,92,85,81,,Jalen Hurts,HurtJa00
2021,23,PHI,QB,15,15,103,105,101,102,85,92,103,104,94,,Jalen Hurts,HurtJa00
2022,24,PHI,QB,15,15,123,117,125,119,109,106,122,91,118,"PB,AP-2,AP MVP-2,AP OPoY-3",Jalen Hurts,HurtJa00
2023,25,PHI,QB,17,17,103,105,99,101,105,102,89,104,100,PB,Jalen Hurts,HurtJa00
2024,26,PHI,QB,15,15,120,109,122,113,115,108,117,81,119,,Jalen Hurts,HurtJa00
2025,27,PHI,QB,14,14,106,106,111,111,101,111,111,100,111,,Jalen Hurts,HurtJa00
