Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2020,22,PHI,QB,2,15,4,334,32%,0,0%,0,0%,Jalen Hurts,HurtJa00
2021,23,PHI,QB,1,15,15,954,98%,0,0%,0,0%,Jalen Hurts,HurtJa00
2024,26,PHI,QB,1,15,15,934,91%,0,0%,0,0%,Jalen Hurts,HurtJa00
