Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2020,22,PHI,QB,15,4,77,148,1350,9.1,593,7.7,4.0,468,6.1,5,12,1,4,3.0,36,26.7,82,60.7,2.3,55,16,12,41,22.2,24,6.9,40,338,15,198,22,140,19,236,,Jalen Hurts,HurtJa00
2021,23,PHI,QB,15,15,265,432,3867,9.0,1681,6.3,3.9,1463,5.5,11,22,2,22,5.4,57,14.0,319,78.2,2.6,124,76,32,134,26.4,50,8.3,154,1178,95,819,52,359,111,994,,Jalen Hurts,HurtJa00
2022,24,PHI,QB,15,15,306,460,3714,8.1,1928,6.3,4.2,1773,5.8,13,23,0,22,5.0,62,14.2,340,77.8,2.3,172,39,22,99,18.3,44,7.8,148,1156,122,1068,21,88,133,1094,"PB,AP-2,AP MVP-2,AP OPoY-3",Jalen Hurts,HurtJa00
2023,25,PHI,QB,17,17,352,538,4656,8.7,2161,6.1,4.0,1697,4.8,14,35,0,19,3.8,72,14.3,397,78.9,2.6,185,59,29,124,20.0,47,6.8,116,582,89,498,20,84,81,646,PB,Jalen Hurts,HurtJa00
2024,26,PHI,QB,15,15,248,361,2812,7.8,1528,6.2,4.2,1375,5.5,8,25,1,6,1.8,45,13.4,265,79.1,2.7,126,29,23,90,20.5,39,9.4,98,829,64,628,32,201,71,631,,Jalen Hurts,HurtJa00
2025,27,PHI,QB,14,14,259,397,3609,9.1,1774,6.8,4.5,1155,4.5,8,17,2,9,2.4,62,16.4,280,74.1,2.5,145,42,23,94,20.4,34,6.5,76,459,63,410,10,49,62,526,,Jalen Hurts,HurtJa00
