Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,Fmb,av,awards,Player,PlayerID
2011,23,DAL,RB,13,7,164,897,2,42,56.7,91,5.5,69.0,12.6,35,26,183,7.0,0,9,45.7,18,2.0,14.1,74.3,5.2,190,5.7,1080,2,1,7,,DeMarco Murray,MurrDe00
2012,24,DAL,RB,10,10,161,663,4,39,53.4,48,4.1,66.3,16.1,42,35,251,7.2,0,11,59.5,22,3.5,25.1,83.3,6.0,196,4.7,914,4,3,6,,DeMarco Murray,MurrDe00
2013,25,DAL,RB,14,14,217,1121,9,65,51.6,43,5.2,80.1,15.5,66,53,350,6.6,1,18,54.5,22,3.8,25.0,80.3,5.3,270,5.4,1471,10,3,12,PB,DeMarco Murray,MurrDe00
2014,26,DAL,RB,16,16,392,1845,13,89,53.1,51,4.7,115.3,24.5,64,57,416,7.3,0,17,54.7,34,3.6,26.0,89.1,6.5,449,5.0,2261,13,5,18,"PB,AP-1,AP MVP-3,AP OPoY-1",DeMarco Murray,MurrDe00
2015,27,PHI,RB,15,8,193,702,6,48,42.0,54,3.6,46.8,12.9,55,44,322,7.3,1,13,47.3,44,2.9,21.5,80.0,5.9,237,4.3,1024,7,2,6,,DeMarco Murray,MurrDe00
2016,28,TEN,RB,16,16,293,1287,9,67,50.2,75,4.4,80.4,18.3,67,53,377,7.1,3,20,34.3,35,3.3,23.6,79.1,5.6,346,4.8,1664,12,3,12,PB,DeMarco Murray,MurrDe00
2017,29,TEN,RB,15,15,184,659,6,33,37.0,75,3.6,43.9,12.3,47,39,266,6.8,1,11,44.7,18,2.6,17.7,83.0,5.7,223,4.1,925,7,1,7,,DeMarco Murray,MurrDe00
