Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2019,22,OAK,TE,87,13,7,371,46%,0,0%,205,59%,Foster Moreau,MoreFo00
2020,23,LVR,TE,87,16,2,256,24%,0,0%,232,50%,Foster Moreau,MoreFo00
2021,24,LVR,TE,87,17,11,748,66%,0,0%,260,55%,Foster Moreau,MoreFo00
2022,25,LVR,TE,87,15,14,745,77%,0,0%,95,24%,Foster Moreau,MoreFo00
2023,26,NOR,TE,87,15,10,549,53%,0,0%,149,36%,Foster Moreau,MoreFo00
2024,27,NOR,TE,87,17,17,752,69%,0,0%,68,15%,Foster Moreau,MoreFo00
2025,28,NOR,TE,87,11,9,253,35%,0,0%,46,18%,Foster Moreau,MoreFo00
