Season,Age,Team,Pos,G,GS,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YAC,Rush_BrkTkl,Awards,Player,PlayerID
2019,22,OAK,TE,13,7,25,21,174,14,77,3.7,97,4.6,4.4,4,5.3,0,0.0,1,118.6,0,0,0,0,0,0,,Foster Moreau,MoreFo00
2020,23,LVR,TE,16,2,9,7,140,5,89,12.7,51,7.3,12.1,0,,0,0.0,0,158.3,0,0,0,0,0,0,,Foster Moreau,MoreFo00
2021,24,LVR,TE,17,11,44,30,373,16,184,6.1,189,6.3,7.4,2,15.0,4,9.1,2,98.0,0,0,0,0,0,0,,Foster Moreau,MoreFo00
2022,25,LVR,TE,15,14,54,33,420,24,183,5.5,237,7.2,8.1,2,16.5,6,11.1,2,82.3,0,2,0,2,0,0,,Foster Moreau,MoreFo00
2023,26,NOR,TE,15,10,25,21,193,9,97,4.6,96,4.6,4.9,1,21.0,1,4.0,0,112.2,0,0,0,0,0,0,,Foster Moreau,MoreFo00
2024,27,NOR,TE,17,17,43,32,413,21,255,8.0,158,4.9,9.2,2,16.0,0,0.0,1,133.2,0,0,0,0,0,0,,Foster Moreau,MoreFo00
2025,28,NOR,TE,11,9,10,7,59,2,15,2.1,44,6.3,1.0,1,7.0,2,20.0,1,45.4,0,0,0,0,0,0,,Foster Moreau,MoreFo00
