Season,Age,Team,Pos,G,GS,Def_Int,Def_Int_Yds,Def_Int_TD,Def_Int_Lng,PD,FF,Fmb,FR,FR_Yds,FR_TD,Sk,Tkl_Comb,Tkl_Solo,Tkl_Ast,TFL,QBHits,Sfty,awards,Player,PlayerID
2022,21,NYJ,RB,7,2,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,Breece Hall,HallBr03
2023,22,NYJ,RB,17,16,0,0,0,0,0,0,2,3,-1,0,0.0,0,0,0,0,0,0,AP CPoY-7,Breece Hall,HallBr03
2024,23,NYJ,RB,16,16,0,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0,0,0,,Breece Hall,HallBr03
2025,24,NYJ,RB,16,16,0,0,0,0,0,0,2,2,7,0,0.0,0,0,0,0,0,0,,Breece Hall,HallBr03
