Season,Age,Team,Pos,G,GS,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Y/G,Rush_A/G,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,fumbles,AV,Awards,Player,PlayerID
2018,22,CAR,TE,16,6,49,36,333,9.3,2,20,53.1,31,2.3,20.8,73.5,6.8,0,0,0,0,0.0,0.0,36,9.3,333,2,0,3,,Ian Thomas,ThomIa00
2019,23,CAR,TE,16,3,30,16,136,8.5,1,10,43.3,19,1.0,8.5,53.3,4.5,0,0,0,0,0.0,0.0,16,8.5,136,1,0,1,,Ian Thomas,ThomIa00
2020,24,CAR,TE,16,8,31,20,145,7.3,1,11,51.6,21,1.3,9.1,64.5,4.7,0,0,0,0,0.0,0.0,20,7.3,145,1,1,1,,Ian Thomas,ThomIa00
2021,25,CAR,TE,17,13,30,18,188,10.4,0,6,43.3,41,1.1,11.1,60.0,6.3,0,0,0,0,0.0,0.0,18,10.4,188,0,0,1,,Ian Thomas,ThomIa00
2022,26,CAR,TE,17,17,30,21,197,9.4,0,8,53.3,50,1.2,11.6,70.0,6.6,0,0,0,0,0.0,0.0,21,9.4,197,0,0,2,,Ian Thomas,ThomIa00
2023,27,CAR,TE,12,5,9,5,56,11.2,0,1,33.3,28,0.4,4.7,55.6,6.2,0,0,0,0,0.0,0.0,5,11.2,56,0,0,0,,Ian Thomas,ThomIa00
2024,28,CAR,TE,5,2,6,3,7,2.3,0,1,16.7,3,0.6,1.4,50.0,1.2,0,0,0,0,0.0,0.0,3,2.3,7,0,0,0,,Ian Thomas,ThomIa00
2025,29,LVR,TE,15,10,13,13,114,8.8,0,5,76.9,20,0.9,7.6,100.0,8.8,0,0,0,0,0.0,0.0,13,8.8,114,0,0,1,,Ian Thomas,ThomIa00
