Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,rec_yds_per_rec,Rec_TD,Rec_1D,rec_success,rec_long,Rec/G,Rec_Y/G,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,Fmb,Awards,Player,PlayerID
2008,23,BAL,QB,16,16,52,180,2,16,34.6,38,3.5,11.3,3.3,1,1,43,43.0,0,1,100.0,43,0.1,2.7,100.0,43.0,53,4.2,223,2,11,,Joe Flacco,FlacJo00
2009,24,BAL,QB,16,16,35,56,0,9,31.4,10,1.6,3.5,2.2,0,0,0,,0,0,,,0.0,0.0,,,35,1.6,56,0,8,,Joe Flacco,FlacJo00
2010,25,BAL,QB,16,16,43,84,1,10,30.2,14,2.0,5.3,2.7,0,0,0,,0,0,,,0.0,0.0,,,43,2.0,84,1,9,,Joe Flacco,FlacJo00
2011,26,BAL,QB,16,16,39,88,1,13,35.9,33,2.3,5.5,2.4,1,1,-8,-8.0,0,0,0.0,-8,0.1,-0.5,100.0,-8.0,40,2.0,80,1,11,,Joe Flacco,FlacJo00
2012,27,BAL,QB,16,16,32,22,3,11,34.4,16,0.7,1.4,2.0,0,0,0,,0,0,,,0.0,0.0,,,32,0.7,22,3,9,,Joe Flacco,FlacJo00
2013,28,BAL,QB,16,16,27,131,1,12,59.3,22,4.9,8.2,1.7,0,0,0,,0,0,,,0.0,0.0,,,27,4.9,131,1,8,,Joe Flacco,FlacJo00
2014,29,BAL,QB,16,16,39,70,2,17,43.6,15,1.8,4.4,2.4,0,0,0,,0,0,,,0.0,0.0,,,39,1.8,70,2,5,,Joe Flacco,FlacJo00
2015,30,BAL,QB,10,10,13,23,3,6,53.8,16,1.8,2.3,1.3,0,0,0,,0,0,,,0.0,0.0,,,13,1.8,23,3,5,,Joe Flacco,FlacJo00
2016,31,BAL,QB,16,16,21,58,2,6,33.3,16,2.8,3.6,1.3,0,0,0,,0,0,,,0.0,0.0,,,21,2.8,58,2,5,,Joe Flacco,FlacJo00
2017,32,BAL,QB,16,16,25,54,1,4,20.0,25,2.2,3.4,1.6,0,0,0,,0,0,,,0.0,0.0,,,25,2.2,54,1,6,,Joe Flacco,FlacJo00
2018,33,BAL,QB,9,9,19,45,0,10,57.9,13,2.4,5.0,2.1,0,0,0,,0,0,,,0.0,0.0,,,19,2.4,45,0,3,,Joe Flacco,FlacJo00
2019,34,DEN,QB,8,8,12,20,0,4,41.7,9,1.7,2.5,1.5,0,0,0,,0,0,,,0.0,0.0,,,12,1.7,20,0,8,,Joe Flacco,FlacJo00
2020,35,NYJ,QB,5,4,6,22,0,3,50.0,9,3.7,4.4,1.2,0,0,0,,0,0,,,0.0,0.0,,,6,3.7,22,0,1,,Joe Flacco,FlacJo00
2021,36,NYJ,QB,2,1,2,3,0,1,50.0,2,1.5,1.5,1.0,0,0,0,,0,0,,,0.0,0.0,,,2,1.5,3,0,1,,Joe Flacco,FlacJo00
2022,37,NYJ,QB,5,4,3,6,0,1,33.3,7,2.0,1.2,0.6,0,0,-3,,0,0,,,0.0,-0.6,,,3,1.0,3,0,5,,Joe Flacco,FlacJo00
2023,38,CLE,QB,5,5,9,2,0,5,33.3,3,0.2,0.4,1.8,0,0,0,,0,0,,,0.0,0.0,,,9,0.2,2,0,4,AP CPoY-1,Joe Flacco,FlacJo00
2024,39,IND,QB,8,6,9,26,0,2,22.2,21,2.9,3.3,1.1,0,0,0,,0,0,,,0.0,0.0,,,9,2.9,26,0,4,,Joe Flacco,FlacJo00
2025,40,2TM,QB,13,10,21,35,1,9,42.9,13,1.7,2.7,1.6,0,0,0,,0,0,,,0.0,0.0,,,21,1.7,35,1,3,PB,Joe Flacco,FlacJo00
