Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,awards,Player,PlayerID
2018,23,KAN,RB,11,11,181,824,46,387,2.1,437,2.4,18,10.1,35,26,378,16,40,1.5,338,13.0,1.9,8,3.3,3,8.6,0,148.6,,Kareem Hunt,HuntKa00
2019,24,CLE,RB,8,3,43,179,8,65,1.5,114,2.7,4,10.8,44,37,285,17,9,0.2,276,7.5,0.8,4,9.3,2,4.5,0,101.2,,Kareem Hunt,HuntKa00
2020,25,CLE,RB,16,5,198,841,44,376,1.9,465,2.3,18,11.0,51,38,304,19,24,0.6,280,7.4,1.4,5,7.6,4,7.8,0,121.7,,Kareem Hunt,HuntKa00
2021,26,CLE,RB,8,1,78,386,22,165,2.1,221,2.8,9,8.7,27,22,174,10,2,0.1,172,7.8,0.1,0,,1,3.7,0,93.5,,Kareem Hunt,HuntKa00
2022,27,CLE,RB,17,0,123,468,30,233,1.9,235,1.9,6,20.5,44,35,210,11,-33,-0.9,243,6.9,-0.5,7,5.0,4,9.1,0,94.1,,Kareem Hunt,HuntKa00
2023,28,CLE,RB,15,2,135,411,40,236,1.7,175,1.3,2,67.5,21,15,84,6,-14,-0.9,98,6.5,-0.3,0,,1,4.8,0,78.3,,Kareem Hunt,HuntKa00
2024,29,KAN,RB,13,8,200,728,50,399,2.0,329,1.6,7,28.6,32,23,176,10,-40,-1.7,216,9.4,-1.9,4,5.8,0,0.0,0,84.9,,Kareem Hunt,HuntKa00
2025,30,KAN,RB,17,4,163,611,55,290,1.8,321,2.0,7,23.3,25,18,143,8,-10,-0.6,153,8.5,0.2,2,9.0,1,4.0,1,82.6,,Kareem Hunt,HuntKa00
