Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2018,23,KAN,RB,27,11,11,502,70%,0,0%,0,0%,Kareem Hunt,HuntKa00
2019,24,CLE,RB,27,8,3,309,60%,0,0%,0,0%,Kareem Hunt,HuntKa00
2020,25,CLE,RB,27,16,5,548,52%,0,0%,0,0%,Kareem Hunt,HuntKa00
2021,26,CLE,RB,27,8,1,234,44%,0,0%,0,0%,Kareem Hunt,HuntKa00
2022,27,CLE,RB,27,17,0,492,42%,0,0%,0,0%,Kareem Hunt,HuntKa00
2023,28,CLE,RB,27,15,2,339,31%,0,0%,0,0%,Kareem Hunt,HuntKa00
2024,29,KAN,RB,29,13,8,477,52%,0,0%,0,0%,Kareem Hunt,HuntKa00
2025,30,KAN,RB,29,17,4,529,48%,0,0%,0,0%,Kareem Hunt,HuntKa00
