Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec/G,Rec_Y/G,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,Fmb,Awards,Player,PlayerID
2018,21,NYJ,QB,13,13,44,138,1,16,38.6,28,3.1,10.6,3.4,0,0,0,0,0,0.0,0.0,44,3.1,138,1,5,,Sam Darnold,DarnSa00
2019,22,NYJ,QB,13,13,33,62,2,6,27.3,24,1.9,4.8,2.5,0,0,0,0,0,0.0,0.0,33,1.9,62,2,11,,Sam Darnold,DarnSa00
2020,23,NYJ,QB,12,12,37,217,2,13,59.5,46,5.9,18.1,3.1,0,0,0,0,0,0.0,0.0,37,5.9,217,2,4,,Sam Darnold,DarnSa00
2021,24,CAR,QB,12,11,48,222,5,20,60.4,30,4.6,18.5,4.0,0,0,0,0,0,0.0,0.0,48,4.6,222,5,9,,Sam Darnold,DarnSa00
2022,25,CAR,QB,6,6,26,106,2,10,38.5,26,4.1,17.7,4.3,0,0,0,0,0,0.0,0.0,26,4.1,106,2,6,,Sam Darnold,DarnSa00
2023,26,SFO,QB,10,1,21,15,1,3,23.8,9,0.7,1.5,2.1,0,0,0,0,0,0.0,0.0,21,0.7,15,1,3,,Sam Darnold,DarnSa00
2024,27,MIN,QB,17,17,67,212,1,26,41.8,19,3.2,12.5,3.9,0,0,0,0,0,0.0,0.0,67,3.2,212,1,8,"PB,AP MVP-10,AP CPoY-3",Sam Darnold,DarnSa00
2025,28,SEA,QB,17,17,35,95,0,10,40.0,24,2.7,5.6,2.1,0,0,0,0,0,0.0,0.0,35,2.7,95,0,11,PB,Sam Darnold,DarnSa00
