Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2013,32,NYG,QB,10,16,16,987,96%,0,0%,0,0%,Eli Manning,MannEl00
2014,33,NYG,QB,10,16,16,1109,98%,0,0%,0,0%,Eli Manning,MannEl00
2016,35,NYG,QB,10,16,16,1062,100%,0,0%,1,0%,Eli Manning,MannEl00
2017,36,NYG,QB,10,15,15,1017,100%,0,0%,0,0%,Eli Manning,MannEl00
2018,37,NYG,QB,10,16,16,1009,98%,0,0%,0,0%,Eli Manning,MannEl00
2019,38,NYG,QB,10,4,4,248,97%,0,0%,0,0%,Eli Manning,MannEl00
