Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,Fmb,av,awards,Player,PlayerID
2004,22,SDG,RB,14,1,20,104,0,4,35.0,30,5.2,7.4,1.4,5,4,8,2.0,0,0,20.0,7,0.3,0.6,80.0,1.6,24,4.7,112,0,1,1,,Michael Turner,TurnMi00
2005,23,SDG,RB,16,0,57,335,3,12,47.4,83,5.9,20.9,3.6,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,57,5.9,335,3,0,3,,Michael Turner,TurnMi00
2006,24,SDG,RB,13,0,80,502,2,25,52.5,73,6.3,38.6,6.2,3,3,47,15.7,0,2,66.7,30,0.2,3.6,100.0,15.7,83,6.6,549,2,0,6,,Michael Turner,TurnMi00
2007,25,SDG,RB,16,0,71,316,1,11,28.2,74,4.5,19.8,4.4,7,4,16,4.0,0,1,28.6,12,0.3,1.0,57.1,2.3,75,4.4,332,1,1,3,,Michael Turner,TurnMi00
2008,26,ATL,RB,16,16,376,1699,17,85,46.5,70,4.5,106.2,23.5,9,6,41,6.8,0,2,44.4,18,0.4,2.6,66.7,4.6,382,4.6,1740,17,3,13,"PB,AP-1,AP MVP-2,AP OPoY-6",Michael Turner,TurnMi00
2009,27,ATL,RB,11,11,178,871,10,43,48.9,58,4.9,79.2,16.2,7,5,35,7.0,0,2,71.4,10,0.5,3.2,71.4,5.0,183,5.0,906,10,4,7,,Michael Turner,TurnMi00
2010,28,ATL,RB,16,15,334,1371,12,75,44.0,55,4.1,85.7,20.9,20,12,85,7.1,0,2,45.0,19,0.8,5.3,60.0,4.3,346,4.2,1456,12,2,13,"PB,AP-2",Michael Turner,TurnMi00
2011,29,ATL,RB,16,15,301,1340,11,63,44.5,81,4.5,83.8,18.8,26,17,168,9.9,0,8,53.8,32,1.1,10.5,65.4,6.5,318,4.7,1508,11,3,11,,Michael Turner,TurnMi00
2012,30,ATL,RB,16,16,222,800,10,40,41.0,43,3.6,50.0,13.9,30,19,128,6.7,1,2,26.7,60,1.2,8.0,63.3,4.3,241,3.9,928,11,3,6,,Michael Turner,TurnMi00
