Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2014,31,SFO,RB,21,16,16,648,61%,0,0%,0,0%,Frank Gore,GoreFr00
2015,32,IND,RB,23,16,16,687,63%,0,0%,0,0%,Frank Gore,GoreFr00
2016,33,IND,RB,23,16,16,650,59%,0,0%,0,0%,Frank Gore,GoreFr00
2017,34,IND,RB,23,16,16,555,54%,0,0%,0,0%,Frank Gore,GoreFr00
2018,35,MIA,RB,21,14,14,330,41%,0,0%,0,0%,Frank Gore,GoreFr00
2019,36,BUF,RB,20,16,8,370,35%,0,0%,0,0%,Frank Gore,GoreFr00
2020,37,NYJ,RB,21,15,14,380,41%,0,0%,0,0%,Frank Gore,GoreFr00
