Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,Fmb,av,awards,Player,PlayerID
2017,22,LAC,RB,16,0,47,260,2,13,55.3,35,5.5,16.3,2.9,35,27,279,10.3,3,12,48.6,38,1.7,17.4,77.1,8.0,74,7.3,539,5,2,4,,Austin Ekeler,EkelAu00
2018,23,LAC,RB,14,3,106,554,3,25,50.0,41,5.2,39.6,7.6,53,39,404,10.4,3,18,52.8,44,2.8,28.9,73.6,7.6,145,6.6,958,6,1,8,,Austin Ekeler,EkelAu00
2019,24,LAC,RB,16,8,132,557,3,32,44.7,35,4.2,34.8,8.3,108,92,993,10.8,8,42,56.5,84,5.8,62.1,85.2,9.2,224,6.9,1550,11,3,11,,Austin Ekeler,EkelAu00
2020,25,LAC,RB,10,10,116,530,1,26,43.1,27,4.6,53.0,11.6,65,54,403,7.5,2,20,53.8,28,5.4,40.3,83.1,6.2,170,5.5,933,3,1,6,,Austin Ekeler,EkelAu00
2021,26,LAC,RB,16,16,206,911,12,53,55.8,28,4.4,56.9,12.9,94,70,647,9.2,8,31,53.2,40,4.4,40.4,74.5,6.9,276,5.6,1558,20,4,12,,Austin Ekeler,EkelAu00
2022,27,LAC,RB,17,17,204,915,13,46,48.0,72,4.5,53.8,12.0,127,107,722,6.7,5,36,48.0,23,6.3,42.5,84.3,5.7,311,5.3,1637,18,5,11,AP OPoY-9,Austin Ekeler,EkelAu00
2023,28,LAC,RB,14,14,179,628,5,34,47.5,55,3.5,44.9,12.8,74,51,436,8.5,1,20,43.2,39,3.6,31.1,68.9,5.9,230,4.6,1064,6,5,7,,Austin Ekeler,EkelAu00
2024,29,WAS,RB,12,6,77,367,4,22,51.9,50,4.8,30.6,6.4,41,35,366,10.5,0,17,53.7,34,2.9,30.5,85.4,8.9,112,6.5,733,4,3,7,AP-2,Austin Ekeler,EkelAu00
2025,30,WAS,RB,2,2,14,43,0,3,57.1,6,3.1,21.5,7.0,7,5,38,7.6,0,2,42.9,15,2.5,19.0,71.4,5.4,19,4.3,81,0,0,1,,Austin Ekeler,EkelAu00
