Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2017,22,LAC,RB,,16,0,195,18%,0,0%,209,49%,Austin Ekeler,EkelAu00
2018,23,LAC,RB,,14,3,348,41%,0,0%,174,46%,Austin Ekeler,EkelAu00
2019,24,LAC,RB,30,16,8,599,57%,0,0%,4,1%,Austin Ekeler,EkelAu00
2020,25,LAC,RB,30,10,10,412,58%,0,0%,0,0%,Austin Ekeler,EkelAu00
2021,26,LAC,RB,30,16,16,731,65%,0,0%,0,0%,Austin Ekeler,EkelAu00
2022,27,LAC,RB,30,17,17,734,62%,0,0%,0,0%,Austin Ekeler,EkelAu00
2023,28,LAC,RB,30,14,14,630,66%,0,0%,0,0%,Austin Ekeler,EkelAu00
2024,29,WAS,RB,30,12,6,409,53%,0,0%,56,17%,Austin Ekeler,EkelAu00
2025,30,WAS,RB,30,2,2,69,50%,0,0%,0,0%,Austin Ekeler,EkelAu00
