Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,awards,Player,PlayerID
2018,23,LAC,RB,14,3,106,554,25,206,1.9,348,3.3,9,11.8,53,39,404,18,-7,-0.2,411,10.5,0.8,7,5.6,2,3.8,0,114.0,,Austin Ekeler,EkelAu00
2019,24,LAC,RB,16,8,132,557,32,233,1.8,324,2.5,12,11.0,108,92,993,42,53,0.6,940,10.2,1.3,15,6.1,1,0.9,2,122.0,,Austin Ekeler,EkelAu00
2020,25,LAC,RB,10,10,116,530,26,273,2.4,257,2.2,13,8.9,65,54,403,20,-70,-1.3,473,8.8,-1.2,7,7.7,2,3.1,0,102.8,,Austin Ekeler,EkelAu00
2021,26,LAC,RB,16,16,206,911,53,477,2.3,434,2.1,13,15.8,94,70,647,31,19,0.3,628,9.0,1.8,6,11.7,7,7.4,2,112.3,,Austin Ekeler,EkelAu00
2022,27,LAC,RB,17,17,204,915,46,529,2.6,386,1.9,5,40.8,127,107,722,36,-121,-1.1,843,7.9,-0.8,11,9.7,9,7.1,0,103.5,AP OPoY-9,Austin Ekeler,EkelAu00
2023,28,LAC,RB,14,14,179,628,34,328,1.8,300,1.7,9,19.9,74,51,436,20,-77,-1.5,513,10.1,-1.0,7,7.3,6,8.1,1,82.9,,Austin Ekeler,EkelAu00
2024,29,WAS,RB,12,6,77,367,22,231,3.0,136,1.8,3,25.7,41,35,366,17,-58,-1.7,424,12.1,-1.4,4,8.8,2,4.9,0,103.9,AP-2,Austin Ekeler,EkelAu00
2025,30,WAS,RB,2,2,14,43,3,23,1.6,20,1.4,0,,7,5,38,2,-11,-2.2,49,9.8,1.7,1,5.0,0,0.0,0,84.2,,Austin Ekeler,EkelAu00
