Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,Fmb,av,awards,Player,PlayerID
2019,22,BUF,RB,12,8,151,775,2,37,49.0,38,5.1,64.6,12.6,41,29,194,6.7,2,5,29.3,49,2.4,16.2,70.7,4.7,180,5.4,969,4,4,6,,Devin Singletary,SingDe00
2020,23,BUF,RB,16,16,156,687,2,40,47.4,51,4.4,42.9,9.8,50,38,269,7.1,0,8,56.0,34,2.4,16.8,76.0,5.4,194,4.9,956,2,1,7,,Devin Singletary,SingDe00
2021,24,BUF,RB,17,16,188,870,7,55,47.3,46,4.6,51.2,11.1,50,40,228,5.7,1,14,48.0,19,2.4,13.4,80.0,4.6,228,4.8,1098,8,5,8,,Devin Singletary,SingDe00
2022,25,BUF,RB,16,16,177,819,5,43,52.5,33,4.6,51.2,11.1,52,38,280,7.4,1,15,53.8,22,2.4,17.5,73.1,5.4,215,5.1,1099,6,3,9,,Devin Singletary,SingDe00
2023,26,HOU,RB,17,10,216,898,4,44,47.7,24,4.2,52.8,12.7,38,30,193,6.4,0,7,36.8,41,1.8,11.4,78.9,5.1,246,4.4,1091,4,1,7,,Devin Singletary,SingDe00
2024,27,NYG,RB,15,5,113,437,4,24,47.8,43,3.9,29.1,7.5,24,21,119,5.7,0,4,45.8,23,1.4,7.9,87.5,5.0,134,4.1,556,4,2,3,,Devin Singletary,SingDe00
2025,28,NYG,RB,17,1,119,437,5,27,48.7,29,3.7,25.7,7.0,19,18,151,8.4,0,4,47.4,41,1.1,8.9,94.7,7.9,137,4.3,588,5,0,4,,Devin Singletary,SingDe00
